funnel_state,next_action,law_name,title,family,making_classification,making_review,lat_candidate,lat_count,has_fitness,has_tree,duty_types,last_lat_session,last_session_status,verdict
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_uksi_2004_827,Railways and Transport Safety Act 2003 (Commencement No. 2) Order,💙 TRANSPORT: Rail Safety,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_uksi_2008_1765,Employers’ Liability (Compulsory Insurance) (Amendment) Regulations,💜 HR: Insurance / Compensation / Wages / Benefits,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_uksi_2008_2165,Merchant Shipping and Fishing Vessels (Provision and Use of Work Equipment) (Amendment) Regulations,💙 TRANSPORT: Maritime Safety,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_uksi_2008_2166,Merchant Shipping and Fishing Vessels (Lifting Operations and Lifting Equipment) (Amendment) Regulations,💙 TRANSPORT: Maritime Safety,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_uksi_2009_606,Health and Safety Information for Employees (Amendment) Regulations,💙 OH&S: Occupational / Personal Safety,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_uksi_2009_693,Health and Safety (Miscellaneous Amendments and Revocations) Regulations,💙 OH&S: Occupational / Personal Safety,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_uksi_2012_1537,Health and Safety (Miscellaneous Revocations) Regulations,💙 OH&S: Occupational / Personal Safety,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_uksi_2013_448,"Health and Safety (Miscellaneous Repeals, Revocations and Amendments) Regulations",💙 OH&S: Occupational / Personal Safety,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_uksi_2014_1239,Firearms (Amendment) Rules,💙 PUBLIC,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_uksi_2014_486,Health and Safety (Miscellaneous Repeals and Revocations) Regulations,💙 OH&S: Occupational / Personal Safety,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_uksi_2016_660,Energy Efficiency (Private Rented Property) (England and Wales) (Amendment) Regulations,💚 CLIMATE CHANGE,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_uksi_2018_1227,Environmental Protection (Miscellaneous Amendments) (England and Wales) Regulations,💚 ENVIRONMENTAL PROTECTION,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_uksi_2018_841,CRC Energy Efficiency Scheme (Revocation and Savings) Order,💚 CLIMATE CHANGE,not_making,"",f,0,f,f,"[""Power""]","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_uksi_2019_1420,Firearms Regulations,💙 PUBLIC,not_making,"",f,0,f,f,"","","",""
Q2_not_lat_candidate_never_parsed,qq_cleanup:funnel_not_candidate (override only with evidence),UK_wsi_2010_1820,Environmental Civil Sanctions (Miscellaneous Amendments) (Wales) Regulations,💚 ENVIRONMENTAL PROTECTION,not_making,"",f,0,f,f,"[""Power""]","","",""
S1_skipped_in_lat_session,qq_cleanup:skipped_amending_or_commencement,UK_ssi_2009_202,Radioactive Contaminated Land (Scotland) Amendment Regulations,💚 NUCLEAR & RADIOLOGICAL,"","",t,0,f,f,"",lat-parse-bms-triage-2026-07-28,skipped,""
S1_skipped_in_lat_session,qq_cleanup:skipped_amending_or_commencement,UK_ssi_2009_9,Public Health etc. (Scotland) Act 2008 (Commencement No. 1) Order,,"","",t,0,f,f,"",lat-parse-bms-triage-2026-07-28,skipped,""
S1_skipped_in_lat_session,qq_cleanup:skipped_amending_or_commencement,UK_ssi_2011_207,Radioactive Substances Act 1993 Amendment (Scotland) Regulations,💚 NUCLEAR & RADIOLOGICAL,"","",t,0,f,f,"",lat-parse-bms-triage-2026-07-28,skipped,""
S1_skipped_in_lat_session,qq_cleanup:skipped_amending_or_commencement,UK_uksi_1999_1506,Water Supply (Water Fittings) (Amendment) Regulations,💚 WATER & WASTEWATER,"","",t,0,f,f,"",lat-parse-bms-triage-2026-07-28,skipped,""
S1_skipped_in_lat_session,qq_cleanup:skipped_amending_or_commencement,UK_uksi_2003_1684,Working Time (Amendment) Regulations,💜 HR: Working Time,"","",t,0,f,f,"",lat-parse-bms-triage-2026-07-28,skipped,""
S1_skipped_in_lat_session,qq_cleanup:skipped_amending_or_commencement,UK_uksi_2004_2516,Working Time Regulations 1998 (Amendment) Regulations,💜 HR: Working Time,"","",t,0,f,f,"",lat-parse-bms-triage-2026-07-28,skipped,""
S1_skipped_in_lat_session,qq_cleanup:skipped_amending_or_commencement,UK_uksi_2007_2079,Working Time (Amendment) Regulations,💜 HR: Working Time,"","",t,0,f,f,"",lat-parse-bms-triage-2026-07-28,skipped,""
S1_skipped_in_lat_session,qq_cleanup:skipped_amending_or_commencement,UK_uksi_2007_237,Road Safety Act 2006 (Commencement No. 1) Order,,"","",t,0,f,f,"",lat-parse-bms-triage-2026-07-28,skipped,""
S1_skipped_in_lat_session,qq_cleanup:skipped_amending_or_commencement,UK_uksi_2007_2472,Road Safety Act 2006 (Commencement No. 2) Order,,"","",t,0,f,f,"",lat-parse-bms-triage-2026-07-28,skipped,""
S1_skipped_in_lat_session,qq_cleanup:skipped_amending_or_commencement,UK_uksi_2007_3159,Air Navigation (Dangerous Goods) (Amendment) (No. 2) Regulations,,"","",t,0,f,f,"",lat-parse-bms-triage-2026-07-28,skipped,""
S1_skipped_in_lat_session,qq_cleanup:skipped_amending_or_commencement,UK_uksi_2009_2438,"Conservation (Natural Habitats, &amp;c.) (Amendment) (No. 2) Regulations",💚 WILDLIFE & COUNTRYSIDE,"","",t,0,f,f,"",lat-parse-bms-triage-2026-07-28,skipped,""
S1_skipped_in_lat_session,qq_cleanup:skipped_amending_or_commencement,UK_uksi_2009_507,Hazardous Waste (England and Wales) (Amendment) Regulations,💚 WASTE,"","",t,0,f,f,"",lat-parse-bms-triage-2026-07-28,skipped,""
S1_skipped_in_lat_session,qq_cleanup:skipped_amending_or_commencement,UK_uksi_2013_1945,Firearms (Amendment) Rules,,"","",t,0,f,f,"",lat-parse-bms-triage-2026-07-28,skipped,""
X1_lat_deleted_status_not_updated,qq_cleanup:fractalaw_confirmed_not_making,UK_eudn_2000_532,Commission Decision of 3 May 2000 replacing Decision 94/3/EC establishing a list of wastes pursuant to Article 1(a) of Council Directive 75/442/EEC on waste and Council Decision 94/904/EC establishing a list of hazardous waste pursuant to Article 1(4) of Council Directive 91/689/EEC on hazardous waste (notified under document number C(2000) 1147) (Text with EEA relevance) (2000/532/EC),💚 WASTE,not_making,"",f,0,f,f,"",lat-reparse-shallow-2026-07-13,confirmed,""
X1_lat_deleted_status_not_updated,qq_cleanup:fractalaw_confirmed_not_making,UK_eudn_2019_1202,Commission Implementing Decision (EU) 2019/1202 of 12 July 2019 on the harmonised standards for equipment and protective systems intended for use in potentially explosive atmospheres drafted in support of Directive 2014/34/EU of the European Parliament and of the Council,,not_making,"",f,0,f,f,"",lat-reparse-shallow-2026-07-13,confirmed,""
X1_lat_deleted_status_not_updated,qq_cleanup:fractalaw_confirmed_not_making,UK_eur_2016_1387,Commission Delegated Regulation (EU) 2016/1387 of 9 June 2016 amending Annexes I and III to Council Regulation (EC) No 2173/2005 following a Voluntary Partnership Agreement with Indonesia for a FLEGT licensing scheme for imports of timber into the European Union,💚 TREES: Forestry & Timber,not_making,"",f,0,t,t,"",lat-reparse-shallow-2026-07-13,confirmed,""
X1_lat_deleted_status_not_updated,qq_cleanup:fractalaw_confirmed_not_making,UK_ssi_2005_172,Building (Forms) (Scotland) Regulations,💙 PUBLIC: Building Safety,not_making,"",f,0,t,t,"",lat-reparse-shallow-2026-07-13,confirmed,""
X1_lat_deleted_status_not_updated,qq_cleanup:fractalaw_confirmed_not_making,UK_ssi_2005_66,Possession of Pesticides (Scotland) Order,💚 AGRICULTURE: Pesticides,not_making,"",f,0,t,t,"",lat-reparse-shallow-2026-07-13,confirmed,""
X1_lat_deleted_status_not_updated,qq_cleanup:fractalaw_confirmed_not_making,UK_ssi_2006_140,Children (Protection at Work) (Scotland) Regulations,💙 OH&S: Occupational / Personal Safety,not_making,"",f,0,t,t,"",lat-reparse-shallow-2026-07-13,confirmed,""
X1_lat_deleted_status_not_updated,qq_cleanup:fractalaw_confirmed_not_making,UK_ssi_2006_155,Sewerage Nuisance (Code of Practice) (Scotland) Order,💚 WATER & WASTEWATER,not_making,"",f,0,t,t,"",lat-reparse-shallow-2026-07-13,confirmed,""
X1_lat_deleted_status_not_updated,qq_cleanup:fractalaw_confirmed_not_making,UK_ssi_2012_214,Green Deal (Acknowledgment) (Scotland) Regulations,💚 CLIMATE CHANGE,not_making,"",f,0,t,t,"[""Right""]",lat-reparse-shallow-2026-07-13,confirmed,""
X1_lat_deleted_status_not_updated,qq_cleanup:fractalaw_confirmed_not_making,UK_ssi_2016_292,Smoke Control Areas (Exempted Fireplaces) (Scotland) Revocation Order,💚 AIR QUALITY,not_making,"",f,0,t,t,"",lat-reparse-shallow-2026-07-13,confirmed,""
X1_lat_deleted_status_not_updated,qq_cleanup:fractalaw_confirmed_not_making,UK_ssi_2016_293,Smoke Control Areas (Authorised Fuels) (Scotland) Revocation Regulations,💚 AIR QUALITY,not_making,"",f,0,t,t,"",lat-reparse-shallow-2026-07-13,confirmed,""
X1_lat_deleted_status_not_updated,qq_cleanup:fractalaw_confirmed_not_making,UK_ssi_2024_139,Water Supply (Water Fittings) (Scotland) Byelaws Extension Order,💚 WATER & WASTEWATER,not_making,"",f,0,t,t,"",lat-reparse-shallow-2026-07-13,confirmed,""
X1_lat_deleted_status_not_updated,qq_cleanup:fractalaw_confirmed_not_making,UK_uksi_1998_2913,Town and Country Planning (Minerals) (Scotland) Regulations,💚 TOWN & COUNTRY PLANNING,not_making,"",f,0,t,t,"",lat-reparse-shallow-2026-07-13,confirmed,""
X1_lat_deleted_status_not_updated,qq_cleanup:fractalaw_confirmed_not_making,UK_uksi_2009_716,Chemicals (Hazard Information and Packaging for Supply) Regulations,💙 OH&S: Occupational / Personal Safety,not_making,"",f,0,f,f,"[""Duty""]",lat-reparse-shallow-2026-07-13,confirmed,""
X1_lat_deleted_status_not_updated,qq_cleanup:fractalaw_confirmed_not_making,UK_uksi_2010_2145,Radioactive Contaminated Land Regulations (Northern Ireland) (Amendment) Regulations,💚 NUCLEAR & RADIOLOGICAL,not_making,"",f,0,f,f,"",lat-reparse-shallow-2026-07-13,confirmed,""
X1_lat_deleted_status_not_updated,qq_cleanup:fractalaw_confirmed_not_making,UK_uksi_2014_495,CRC Energy Efficiency Scheme (Allocation of Allowances for Payment) (Amendment) Regulations,💚 CLIMATE CHANGE,not_making,"",f,0,t,t,"",lat-reparse-shallow-2026-07-13,confirmed,""
X1_lat_deleted_status_not_updated,qq_cleanup:fractalaw_confirmed_not_making,UK_uksi_2016_334,Unauthorised Deposit of Waste (Fixed Penalties) Regulations,💚 WASTE,not_making,"",f,0,t,t,"",lat-reparse-shallow-2026-07-13,confirmed,""
X1_lat_deleted_status_not_updated,qq_cleanup:fractalaw_confirmed_not_making,UK_uksi_2024_1079,Access to the Countryside (Coastal Margin) (Marsland Mouth to Newquay) (No. 1) Order,💚 WILDLIFE & COUNTRYSIDE,not_making,"",f,0,t,t,"[""Right""]",lat-reparse-shallow-2026-07-13,confirmed,""
X2_parsed_no_lat_produced,legal:why_no_lat,UK_eudr_2000_78,Council Directive 2000/78/EC of 27 November 2000 establishing a general framework for equal treatment in employment and occupation,💜 HR: Employment,not_making,"",f,0,f,f,"",lat-parse-qq-missing-2026-07-09,confirmed,""
X2_parsed_no_lat_produced,legal:why_no_lat,UK_eudr_2001_42,Directive 2001/42/EC of the European Parliament and of the Council of 27 June 2001 on the assessment of the effects of certain plans and programmes on the environment,💚 ENVIRONMENTAL PROTECTION,not_making,"",f,0,f,f,"",lat-parse-qq-missing-2026-07-09,confirmed,""
X2_parsed_no_lat_produced,legal:why_no_lat,UK_eudr_2002_15,Directive 2002/15/EC of the European Parliament and of the Council of 11 March 2002 on the organisation of the working time of persons performing mobile road transport activities,💙 TRANSPORT: Road Safety,not_making,"",f,0,f,f,"",lat-parse-qq-missing-2026-07-09,confirmed,""
X2_parsed_no_lat_produced,legal:why_no_lat,UK_eudr_2003_88,Directive 2003/88/EC of the European Parliament and of the Council of 4 November 2003 concerning certain aspects of the organisation of working time,💜 HR: Employment,not_making,"",f,0,f,f,"",lat-parse-qq-missing-2026-07-09,confirmed,""
X2_parsed_no_lat_produced,legal:why_no_lat,UK_uksi_1979_791,Forestry (Felling of Trees) Regulations,💚 TREES: Forestry & Timber,"","",t,0,f,f,"",lat-parse-qq-gaps-2026-07-23,confirmed,""
X2_parsed_no_lat_produced,legal:why_no_lat,UK_uksro_1947_805,Compressed Acetylene Order,,"","",t,0,f,f,"",lat-parse-qq-missing-2026-07-09,confirmed,""
